poll_info,year,state,Obama,Romney,Undecided,Other,poll_id,pollster,start_date,end_date,sample_subpopulation,sample_size,mode,partisanship,partisan_affiliation,days_to_election,poll_key,Trump,Clinton,Johnson,McMullin
2012-florida-president-romney-vs-obama,2012,florida,49,50,2,NA,16138,Gravis Marketing,2012-10-24,2012-10-24,Likely Voters,1182,Automated Phone,Nonpartisan,None,13,2012_16138_florida,NA,NA,NA,NA
2012-florida-president-romney-vs-obama,2012,florida,47,45,7,2,16157,Grove Insight (D-Project New America/USAction),2012-10-23,2012-10-24,Likely Voters,600,Live Phone,Sponsor,Dem,13,2012_16157_florida,NA,NA,NA,NA
2012-florida-president-romney-vs-obama,2012,florida,46,51,2,1,16181,Sunshine State News/VSS,2012-10-22,2012-10-24,Likely Voters,1001,Automated Phone,Nonpartisan,None,13,2012_16181_florida,NA,NA,NA,NA
2012-florida-president-romney-vs-obama,2012,florida,47,47,NA,NA,16249,Pharos Research Group,2012-10-19,2012-10-21,Likely Voters,759,Live Phone,Nonpartisan,None,16,2012_16249_florida,NA,NA,NA,NA
2012-florida-president-romney-vs-obama,2012,florida,47,47,6,NA,16075,Mellman (D-Americans United for Change),2012-10-18,2012-10-21,Likely Voters,800,Live Phone,Sponsor,Dem,16,2012_16075_florida,NA,NA,NA,NA
2012-florida-president-romney-vs-obama,2012,florida,46,51,NA,2,16041,Angus-Reid,2012-10-18,2012-10-20,Likely Voters,482,Internet,Nonpartisan,None,17,2012_16041_florida,NA,NA,NA,NA
2012-florida-president-romney-vs-obama,2012,florida,46,51,2,1,15971,Rasmussen,2012-10-18,2012-10-18,Likely Voters,750,Automated Phone,Nonpartisan,None,19,2012_15971_florida,NA,NA,NA,NA
2012-florida-president-romney-vs-obama,2012,florida,47,48,4,NA,15997,PPP (D)/WPTV/FL Democracy/TCPalm,2012-10-17,2012-10-18,Likely Voters,800,Automated Phone,Pollster,Dem,19,2012_15997_florida,NA,NA,NA,NA
2012-florida-president-romney-vs-obama,2012,florida,48,45,6,1,15995,Grove Insight (D-Project New America),2012-10-17,2012-10-18,Likely Voters,600,Live Phone,Pollster,Dem,19,2012_15995_florida,NA,NA,NA,NA
2012-florida-president-romney-vs-obama,2012,florida,47,46,5,2,15973,SurveyUSA,2012-10-17,2012-10-18,Likely Voters,600,IVR/Online,Nonpartisan,None,19,2012_15973_florida,NA,NA,NA,NA
2012-florida-president-romney-vs-obama,2012,florida,45,48,6,1,15969,FOX,2012-10-17,2012-10-18,Likely Voters,1215,Live Phone,Nonpartisan,None,19,2012_15969_florida,NA,NA,NA,NA
2012-florida-president-romney-vs-obama,2012,florida,48,49,2,1,15966,CNN,2012-10-17,2012-10-18,Likely Voters,681,Live Phone,Nonpartisan,None,19,2012_15966_florida,NA,NA,NA,NA
2012-florida-president-romney-vs-obama,2012,florida,48,42,10,NA,15974,JZ Analytics/Newsmax,2012-10-16,2012-10-18,Likely Voters,842,Internet,Sponsor,Rep,19,2012_15974_florida,NA,NA,NA,NA
2012-florida-president-romney-vs-obama,2012,florida,48,49,NA,3,15804,Gravis Marketing,2012-10-13,2012-10-14,Likely Voters,617,Automated Phone,Nonpartisan,None,23,2012_15804_florida,NA,NA,NA,NA
2012-florida-president-romney-vs-obama,2012,florida,48,49,3,NA,15774,PPP (D),2012-10-12,2012-10-14,Likely Voters,791,Automated Phone,Pollster,Dem,23,2012_15774_florida,NA,NA,NA,NA
2012-florida-president-romney-vs-obama,2012,florida,47,51,2,NA,15731,Rasmussen,2012-10-11,2012-10-11,Likely Voters,750,Automated Phone,Nonpartisan,None,26,2012_15731_florida,NA,NA,NA,NA
2012-florida-president-romney-vs-obama,2012,florida,46,49,4,1,15732,ARG,2012-10-08,2012-10-11,Likely Voters,600,Live Phone,Nonpartisan,None,26,2012_15732_florida,NA,NA,NA,NA
2012-florida-president-romney-vs-obama,2012,florida,48,47,2,3,15844,YouGov,2012-10-04,2012-10-11,Likely Voters,1244,Internet,Nonpartisan,None,26,2012_15844_florida,NA,NA,NA,NA
2012-florida-president-romney-vs-obama,2012,florida,44,51,4,1,15720,Mason-Dixon,2012-10-08,2012-10-10,Likely Voters,800,Live Phone,Nonpartisan,None,27,2012_15720_florida,NA,NA,NA,NA
2012-florida-president-romney-vs-obama,2012,florida,48,47,4,1,15677,NBC/WSJ/Marist,2012-10-07,2012-10-09,Likely Voters,988,Live Phone,Nonpartisan,None,28,2012_15677_florida,NA,NA,NA,NA
2012-florida-president-romney-vs-obama,2012,florida,49,45,4,2,15664,UNF,2012-10-01,2012-10-09,Likely Voters,653,Live Phone,Nonpartisan,None,28,2012_15664_florida,NA,NA,NA,NA
2012-florida-president-romney-vs-obama,2012,florida,47,49,3,0,15555,Rasmussen,2012-10-04,2012-10-04,Likely Voters,500,Automated Phone,Nonpartisan,None,33,2012_15555_florida,NA,NA,NA,NA
2012-florida-president-romney-vs-obama,2012,florida,46,49,4,1,15539,We Ask America,2012-10-04,2012-10-04,Likely Voters,1200,Automated Phone,Nonpartisan,None,33,2012_15539_florida,NA,NA,NA,NA
2012-florida-president-romney-vs-obama,2012,florida,47,46,6,1,15481,NBC/WSJ/Marist,2012-09-30,2012-10-01,Likely Voters,890,Live Phone,Nonpartisan,None,36,2012_15481_florida,NA,NA,NA,NA
2012-florida-president-romney-vs-obama,2012,florida,49,48,3,NA,15426,Gravis Marketing,2012-09-29,2012-09-30,Likely Voters,914,Automated Phone,Nonpartisan,None,37,2012_15426_florida,NA,NA,NA,NA
2012-florida-president-romney-vs-obama,2012,florida,46,43,8,3,15479,Suffolk,2012-09-27,2012-09-30,Likely Voters,600,Live Phone,Nonpartisan,None,37,2012_15479_florida,NA,NA,NA,NA
2012-florida-president-romney-vs-obama,2012,florida,49,46,4,1,15324,InsiderAdvantage/Florida Times-Union,2012-09-24,2012-09-24,Likely Voters,540,Automated Phone,Nonpartisan,None,43,2012_15324_florida,NA,NA,NA,NA
2012-florida-president-romney-vs-obama,2012,florida,53,44,3,1,15313,Quinnipiac/NYT/CBS,2012-09-18,2012-09-24,Likely Voters,1196,Live Phone,Nonpartisan,None,43,2012_15313_florida,NA,NA,NA,NA
2012-florida-president-romney-vs-obama,2012,florida,50,46,4,NA,15253,PPP (D),2012-09-20,2012-09-23,Likely Voters,861,Automated Phone,Pollster,Dem,44,2012_15253_florida,NA,NA,NA,NA
2012-florida-president-romney-vs-obama,2012,florida,51,47,1,2,15289,Washington Post,2012-09-19,2012-09-23,Likely Voters,769,Live Phone,Nonpartisan,None,44,2012_15289_florida,NA,NA,NA,NA
2012-florida-president-romney-vs-obama,2012,florida,50,45,4,1,15269,ARG,2012-09-20,2012-09-22,Likely Voters,600,Live Phone,Nonpartisan,None,45,2012_15269_florida,NA,NA,NA,NA
2012-florida-president-romney-vs-obama,2012,florida,48,47,4,1,15286,Mason-Dixon,2012-09-17,2012-09-19,Likely Voters,800,Live Phone,Nonpartisan,None,48,2012_15286_florida,NA,NA,NA,NA
2012-florida-president-romney-vs-obama,2012,florida,47,48,5,NA,15199,Purple Strategies,2012-09-15,2012-09-19,Likely Voters,600,IVR/Online,Nonpartisan,None,48,2012_15199_florida,NA,NA,NA,NA
2012-florida-president-romney-vs-obama,2012,florida,49,46,4,NA,15158,We Ask America,2012-09-18,2012-09-18,Likely Voters,1230,Automated Phone,Nonpartisan,None,49,2012_15158_florida,NA,NA,NA,NA
2012-florida-president-romney-vs-obama,2012,florida,49,44,5,2,15146,FOX,2012-09-16,2012-09-18,Likely Voters,829,Live Phone,Nonpartisan,None,49,2012_15146_florida,NA,NA,NA,NA
2012-florida-president-romney-vs-obama,2012,florida,47,48,5,NA,15096,Gravis Marketing,2012-09-15,2012-09-16,Likely Voters,1728,Automated Phone,Nonpartisan,None,51,2012_15096_florida,NA,NA,NA,NA
2012-florida-president-romney-vs-obama,2012,florida,49,47,2,3,15163,YouGov,2012-09-07,2012-09-14,Likely Voters,1415,Internet,Nonpartisan,None,53,2012_15163_florida,NA,NA,NA,NA
2012-florida-president-romney-vs-obama,2012,florida,48,46,3,3,15008,Rasmussen,2012-09-12,2012-09-12,Likely Voters,500,Automated Phone,Nonpartisan,None,55,2012_15008_florida,NA,NA,NA,NA
2012-florida-president-romney-vs-obama,2012,florida,44,48,9,NA,15173,Caddell/McLaughlin (R)/Secure America Now,2012-09-11,2012-09-12,Likely Voters,600,Live Phone,Pollster,Rep,55,2012_15173_florida,NA,NA,NA,NA
2012-florida-president-romney-vs-obama,2012,florida,49,44,5,1,15028,NBC/WSJ/Marist,2012-09-09,2012-09-11,Likely Voters,980,Live Phone,Nonpartisan,None,56,2012_15028_florida,NA,NA,NA,NA
2012-florida-president-romney-vs-obama,2012,florida,42,42,NA,NA,15038,Consensus Communications (R),2012-09-08,2012-09-11,Likely Voters,606,Live Phone,Pollster,Rep,56,2012_15038_florida,NA,NA,NA,NA
2012-florida-president-romney-vs-obama,2012,florida,47,50,3,NA,15012,McLaughlin (R)/AIF,2012-09-09,2012-09-10,Likely Voters,600,Live Phone,Pollster,Rep,57,2012_15012_florida,NA,NA,NA,NA
2012-florida-president-romney-vs-obama,2012,florida,48,44,5,2,14979,SurveyUSA,2012-09-07,2012-09-09,Likely Voters,596,IVR/Online,Nonpartisan,None,58,2012_14979_florida,NA,NA,NA,NA
2012-florida-president-romney-vs-obama,2012,florida,47,48,5,NA,14879,Gravis Marketing,2012-09-02,2012-09-02,Likely Voters,1288,Automated Phone,Nonpartisan,None,65,2012_14879_florida,NA,NA,NA,NA
2012-florida-president-romney-vs-obama,2012,florida,48,47,4,NA,14868,PPP (D),2012-08-31,2012-09-02,Likely Voters,1548,Automated Phone,Pollster,Dem,65,2012_14868_florida,NA,NA,NA,NA
2012-florida-president-romney-vs-obama,2012,florida,50,46,3,NA,14800,CNN/Time/ORC,2012-08-22,2012-08-26,Likely Voters,776,Live Phone,Nonpartisan,None,72,2012_14800_florida,NA,NA,NA,NA
2012-florida-president-romney-vs-obama,2012,florida,49,46,NA,1,14739,Quinnipiac/NYT/CBS,2012-08-15,2012-08-21,Likely Voters,1241,Live Phone,Nonpartisan,None,77,2012_14739_florida,NA,NA,NA,NA
2012-florida-president-romney-vs-obama,2012,florida,45,48,NA,NA,14737,Gravis Marketing,2012-08-20,2012-08-20,Likely Voters,728,Automated Phone,Nonpartisan,None,78,2012_14737_florida,NA,NA,NA,NA
2012-florida-president-romney-vs-obama,2012,florida,40,54,5,3,14708,FMWB (D),2012-08-17,2012-08-17,Likely Voters,1503,Automated Phone,Pollster,Dem,81,2012_14708_florida,NA,NA,NA,NA
2012-florida-president-romney-vs-obama,2012,florida,43,45,8,3,14675,Rasmussen,2012-08-15,2012-08-15,Likely Voters,500,Automated Phone,Nonpartisan,None,83,2012_14675_florida,NA,NA,NA,NA
2012-florida-president-romney-vs-obama,2012,florida,47,48,5,NA,14667,Purple Strategies,2012-08-13,2012-08-14,Likely Voters,600,Automated Phone,Nonpartisan,None,84,2012_14667_florida,NA,NA,NA,NA
2012-florida-president-romney-vs-obama,2012,florida,51,45,4,1,14519,Quinnipiac/NYT/CBS,2012-07-24,2012-07-30,Likely Voters,1177,Live Phone,Nonpartisan,None,99,2012_14519_florida,NA,NA,NA,NA
2012-florida-president-romney-vs-obama,2012,florida,48,47,5,NA,14511,PPP (D),2012-07-26,2012-07-29,Likely Voters,871,Automated Phone,Pollster,Dem,100,2012_14511_florida,NA,NA,NA,NA
2012-florida-president-romney-vs-obama,2012,florida,48,43,5,4,14406,SurveyUSA,2012-07-17,2012-07-19,Likely Voters,647,IVR/Online,Nonpartisan,None,110,2012_14406_florida,NA,NA,NA,NA
2012-florida-president-romney-vs-obama,2012,florida,45,48,7,NA,14357,Purple Strategies,2012-07-09,2012-07-13,Likely Voters,600,Automated Phone,Nonpartisan,None,116,2012_14357_florida,NA,NA,NA,NA
2012-florida-president-romney-vs-obama,2012,florida,46,45,7,2,14349,Mason-Dixon,2012-07-09,2012-07-11,Likely Voters,800,Live Phone,Nonpartisan,None,118,2012_14349_florida,NA,NA,NA,NA
2012-florida-president-romney-vs-obama,2012,florida,45,46,4,5,14288,Rasmussen,2012-07-09,2012-07-09,Likely Voters,500,Automated Phone,Nonpartisan,None,120,2012_14288_florida,NA,NA,NA,NA
2012-florida-president-romney-vs-obama,2012,florida,48,44,NA,NA,14321,Garin-Hart-Yang (D-Priorities USA),2012-06-25,2012-07-03,Likely Voters,803,Live Phone,Sponsor,Dem,126,2012_14321_florida,NA,NA,NA,NA
2012-florida-president-romney-vs-obama,2012,florida,46,45,9,NA,14241,We Ask America,2012-07-01,2012-07-02,Likely Voters,1127,Automated Phone,Nonpartisan,None,127,2012_14241_florida,NA,NA,NA,NA
2012-florida-president-romney-vs-obama,2012,florida,45,41,12,2,14187,Quinnipiac,2012-06-19,2012-06-25,Registered Voters,1200,Live Phone,Nonpartisan,None,134,2012_14187_florida,NA,NA,NA,NA
2012-florida-president-romney-vs-obama,2012,florida,46,42,9,2,14141,Quinnipiac,2012-06-12,2012-06-18,Registered Voters,1697,Live Phone,Nonpartisan,None,141,2012_14141_florida,NA,NA,NA,NA
2012-florida-president-romney-vs-obama,2012,florida,45,49,6,NA,14037,Purple Strategies,2012-05-31,2012-06-05,Likely Voters,600,Automated Phone,Nonpartisan,None,154,2012_14037_florida,NA,NA,NA,NA
2012-florida-president-romney-vs-obama,2012,florida,50,46,4,NA,14009,PPP (D),2012-05-31,2012-06-03,Likely Voters,642,Automated Phone,Pollster,Dem,156,2012_14009_florida,NA,NA,NA,NA
2012-florida-president-romney-vs-obama,2012,florida,41,47,10,2,13872,Quinnipiac,2012-05-15,2012-05-21,Registered Voters,1722,Live Phone,Nonpartisan,None,169,2012_13872_florida,NA,NA,NA,NA
2012-florida-president-romney-vs-obama,2012,florida,48,44,7,1,13891,NBC/Marist,2012-05-17,2012-05-20,Registered Voters,1078,Live Phone,Nonpartisan,None,170,2012_13891_florida,NA,NA,NA,NA
2012-florida-president-romney-vs-obama,2012,florida,46,45,8,2,13725,Suffolk,2012-05-06,2012-05-08,Registered Voters,600,Live Phone,Nonpartisan,None,182,2012_13725_florida,NA,NA,NA,NA
2012-florida-president-romney-vs-obama,2012,florida,43,44,11,3,13677,Quinnipiac,2012-04-25,2012-05-01,Registered Voters,1169,Live Phone,Nonpartisan,None,189,2012_13677_florida,NA,NA,NA,NA
2012-florida-president-romney-vs-obama,2012,florida,45,46,3,6,13635,Rasmussen,2012-04-25,2012-04-25,Likely Voters,500,Automated Phone,Nonpartisan,None,195,2012_13635_florida,NA,NA,NA,NA
2012-florida-president-romney-vs-obama,2012,florida,45,47,7,NA,13618,Purple Strategies,2012-04-19,2012-04-23,Likely Voters,600,Automated Phone,Nonpartisan,None,197,2012_13618_florida,NA,NA,NA,NA
2012-florida-president-romney-vs-obama,2012,florida,45,43,11,2,13570,FOX,2012-04-15,2012-04-17,Registered Voters,757,Live Phone,Nonpartisan,None,203,2012_13570_florida,NA,NA,NA,NA
2012-florida-president-romney-vs-obama,2012,florida,50,45,5,NA,13541,PPP (D),2012-04-12,2012-04-15,Likely Voters,700,Automated Phone,Pollster,Dem,205,2012_13541_florida,NA,NA,NA,NA
2012-florida-president-romney-vs-obama,2012,florida,49,42,5,2,13368,Quinnipiac,2012-03-20,2012-03-26,Registered Voters,1228,Live Phone,Nonpartisan,None,225,2012_13368_florida,NA,NA,NA,NA
2012-florida-president-romney-vs-obama,2012,florida,46,43,4,7,13220,Rasmussen,2012-03-13,2012-03-13,Likely Voters,500,Automated Phone,Nonpartisan,None,238,2012_13220_florida,NA,NA,NA,NA
2012-florida-president-romney-vs-obama,2012,florida,47,44,3,5,12832,Rasmussen,2012-02-09,2012-02-09,Likely Voters,500,Automated Phone,Nonpartisan,None,271,2012_12832_florida,NA,NA,NA,NA
2012-florida-president-romney-vs-obama,2012,florida,49,41,10,NA,12652,Marist College,2012-01-25,2012-01-27,Likely Voters,1379,Live Phone,Nonpartisan,None,284,2012_12652_florida,NA,NA,NA,NA
2012-florida-president-romney-vs-obama,2012,florida,44,48,NA,NA,12651,Mason-Dixon,2012-01-24,2012-01-26,Likely Voters,800,Live Phone,Nonpartisan,None,285,2012_12651_florida,NA,NA,NA,NA
2012-florida-president-romney-vs-obama,2012,florida,42,47,10,1,12640,Suffolk,2012-01-22,2012-01-24,Registered Voters,600,Live Phone,Nonpartisan,None,287,2012_12640_florida,NA,NA,NA,NA
2012-florida-president-romney-vs-obama,2012,florida,45,45,6,2,12639,Quinnipiac,2012-01-19,2012-01-23,Registered Voters,1518,Live Phone,Nonpartisan,None,288,2012_12639_florida,NA,NA,NA,NA
2012-florida-president-romney-vs-obama,2012,florida,46,45,9,NA,12580,Tarrance (R-Walker),2012-01-17,2012-01-18,Likely Voters,607,Live Phone,Pollster,Rep,293,2012_12580_florida,NA,NA,NA,NA
2012-florida-president-romney-vs-obama,2012,florida,43,46,6,2,12445,Quinnipiac,2012-01-04,2012-01-08,Registered Voters,1412,Live Phone,Nonpartisan,None,303,2012_12445_florida,NA,NA,NA,NA
2012-colorado-president-romney-vs-obama,2012,colorado,48,47,1,3,16667,Ipsos/Reuters (Web),2012-11-03,2012-11-05,Likely Voters,774,Internet,Nonpartisan,None,1,2012_16667_colorado,NA,NA,NA,NA
2012-colorado-president-romney-vs-obama,2012,colorado,52,46,3,NA,16643,PPP (D),2012-11-03,2012-11-04,Likely Voters,1096,Automated Phone,Pollster,Dem,2,2012_16643_colorado,NA,NA,NA,NA
2012-colorado-president-romney-vs-obama,2012,colorado,50,46,2,2,16668,OnSight/Keating (D),2012-11-02,2012-11-04,Likely Voters,603,Live Phone,Sponsor,Dem,2,2012_16668_colorado,NA,NA,NA,NA
2012-colorado-president-romney-vs-obama,2012,colorado,45,44,9,3,16626,Lake Research (D),2012-10-31,2012-11-04,Likely Voters,400,Live Phone,Pollster,Dem,2,2012_16626_colorado,NA,NA,NA,NA
2012-colorado-president-romney-vs-obama,2012,colorado,48,47,2,3,16585,YouGov,2012-10-31,2012-11-03,Likely Voters,752,Internet,Nonpartisan,None,3,2012_16585_colorado,NA,NA,NA,NA
2012-colorado-president-romney-vs-obama,2012,colorado,46,46,4,4,16481,Ipsos/Reuters (Web),2012-10-31,2012-11-02,Likely Voters,1052,Internet,Nonpartisan,None,4,2012_16481_colorado,NA,NA,NA,NA
2012-colorado-president-romney-vs-obama,2012,colorado,50,46,4,NA,16462,PPP (D-LCV),2012-10-31,2012-11-01,Likely Voters,825,Automated Phone,Sponsor,Dem,5,2012_16462_colorado,NA,NA,NA,NA
2012-colorado-president-romney-vs-obama,2012,colorado,47,45,NA,NA,16465,Denver Post/SurveyUSA,2012-10-28,2012-10-31,Likely Voters,695,Mixed,Nonpartisan,None,6,2012_16465_colorado,NA,NA,NA,NA
2012-colorado-president-romney-vs-obama,2012,colorado,50,48,2,NA,16434,CNN,2012-10-26,2012-10-31,Likely Voters,764,Live Phone,Nonpartisan,None,6,2012_16434_colorado,NA,NA,NA,NA
2012-colorado-president-romney-vs-obama,2012,colorado,50,47,NA,3,16392,We Ask America,2012-10-30,2012-10-30,Likely Voters,1246,Automated Phone,Nonpartisan,None,7,2012_16392_colorado,NA,NA,NA,NA
2012-colorado-president-romney-vs-obama,2012,colorado,47,50,1,2,16443,Rasmussen,2012-10-29,2012-10-29,Likely Voters,750,Automated Phone,Nonpartisan,None,8,2012_16443_colorado,NA,NA,NA,NA
2012-colorado-president-romney-vs-obama,2012,colorado,48,45,6,1,16374,Grove Insight (D-Project New America/USAction),2012-10-28,2012-10-29,Likely Voters,500,Live Phone,Sponsor,Dem,8,2012_16374_colorado,NA,NA,NA,NA
2012-colorado-president-romney-vs-obama,2012,colorado,47,48,4,1,16277,ARG,2012-10-25,2012-10-28,Likely Voters,600,Live Phone,Nonpartisan,None,9,2012_16277_colorado,NA,NA,NA,NA
2012-colorado-president-romney-vs-obama,2012,colorado,47,46,5,1,16206,Purple Strategies,2012-10-23,2012-10-25,Likely Voters,600,IVR/Online,Nonpartisan,None,12,2012_16206_colorado,NA,NA,NA,NA
2012-colorado-president-romney-vs-obama,2012,colorado,51,47,2,NA,16172,PPP (D),2012-10-23,2012-10-25,Likely Voters,904,Automated Phone,Pollster,Dem,12,2012_16172_colorado,NA,NA,NA,NA
2012-colorado-president-romney-vs-obama,2012,colorado,48,45,NA,NA,16176,OnSight/Keating (D),2012-10-23,2012-10-24,Likely Voters,502,Live Phone,Sponsor,Dem,13,2012_16176_colorado,NA,NA,NA,NA
2012-colorado-president-romney-vs-obama,2012,colorado,48,48,2,2,16175,NBC/WSJ/Marist,2012-10-23,2012-10-24,Likely Voters,1128,Live Phone,Nonpartisan,None,13,2012_16175_colorado,NA,NA,NA,NA
2012-colorado-president-romney-vs-obama,2012,colorado,46,43,8,3,16156,Grove Insight (D-Project New America/USAction),2012-10-23,2012-10-24,Likely Voters,500,Live Phone,Sponsor,Dem,13,2012_16156_colorado,NA,NA,NA,NA
2012-colorado-president-romney-vs-obama,2012,colorado,46,50,1,2,16022,Rasmussen,2012-10-21,2012-10-21,Likely Voters,500,Automated Phone,Nonpartisan,None,16,2012_16022_colorado,NA,NA,NA,NA
2012-colorado-president-romney-vs-obama,2012,colorado,50,47,3,NA,15931,PPP (D),2012-10-16,2012-10-18,Likely Voters,1000,Automated Phone,Pollster,Dem,19,2012_15931_colorado,NA,NA,NA,NA
2012-colorado-president-romney-vs-obama,2012,colorado,47,44,7,2,15897,Grove Insight (D-Project New America),2012-10-15,2012-10-16,Likely Voters,500,Live Phone,Pollster,Dem,21,2012_15897_colorado,NA,NA,NA,NA
2012-colorado-president-romney-vs-obama,2012,colorado,47,48,4,1,15821,We Ask America,2012-10-15,2012-10-15,Likely Voters,1206,Automated Phone,Nonpartisan,None,22,2012_15821_colorado,NA,NA,NA,NA
2012-colorado-president-romney-vs-obama,2012,colorado,48,46,6,NA,15777,Gravis Marketing,2012-10-05,2012-10-11,Likely Voters,2089,Automated Phone,Nonpartisan,None,26,2012_15777_colorado,NA,NA,NA,NA
2012-colorado-president-romney-vs-obama,2012,colorado,48,45,5,2,15842,YouGov,2012-10-04,2012-10-11,Likely Voters,527,Internet,Nonpartisan,None,26,2012_15842_colorado,NA,NA,NA,NA
2012-colorado-president-romney-vs-obama,2012,colorado,45,46,5,3,15754,Denver Post/SurveyUSA,2012-10-09,2012-10-10,Likely Voters,614,IVR/Online,Nonpartisan,None,27,2012_15754_colorado,NA,NA,NA,NA
2012-colorado-president-romney-vs-obama,2012,colorado,47,48,2,2,15680,Quinnipiac/NYT/CBS,2012-10-04,2012-10-09,Likely Voters,1254,Live Phone,Nonpartisan,None,28,2012_15680_colorado,NA,NA,NA,NA
2012-colorado-president-romney-vs-obama,2012,colorado,46,50,3,1,15628,ARG,2012-10-05,2012-10-08,Likely Voters,600,Live Phone,Nonpartisan,None,29,2012_15628_colorado,NA,NA,NA,NA
2012-colorado-president-romney-vs-obama,2012,colorado,49,48,2,1,15583,Rasmussen,2012-10-07,2012-10-07,Likely Voters,500,Automated Phone,Nonpartisan,None,30,2012_15583_colorado,NA,NA,NA,NA
2012-colorado-president-romney-vs-obama,2012,colorado,47,43,5,4,15567,Selzer/University of Denver,2012-10-04,2012-10-05,Likely Voters,604,Live Phone,Nonpartisan,None,32,2012_15567_colorado,NA,NA,NA,NA
2012-colorado-president-romney-vs-obama,2012,colorado,46,49,5,NA,15569,Gravis Marketing,2012-10-03,2012-10-04,Likely Voters,1285,Automated Phone,Nonpartisan,None,33,2012_15569_colorado,NA,NA,NA,NA
2012-colorado-president-romney-vs-obama,2012,colorado,46,50,4,NA,15545,McLaughlin (R-American Conservative Union),2012-09-30,2012-10-02,Likely Voters,300,Live Phone,Sponsor,Rep,35,2012_15545_colorado,NA,NA,NA,NA
2012-colorado-president-romney-vs-obama,2012,colorado,49,46,4,1,15444,We Ask America,2012-09-25,2012-09-27,Likely Voters,1273,Automated Phone,Nonpartisan,None,40,2012_15444_colorado,NA,NA,NA,NA
2012-colorado-president-romney-vs-obama,2012,colorado,51,45,4,NA,15254,PPP (D),2012-09-20,2012-09-23,Likely Voters,940,Automated Phone,Pollster,Dem,44,2012_15254_colorado,NA,NA,NA,NA
2012-colorado-president-romney-vs-obama,2012,colorado,50,46,4,NA,15345,Gravis Marketing,2012-09-21,2012-09-22,Likely Voters,765,Automated Phone,Nonpartisan,None,45,2012_15345_colorado,NA,NA,NA,NA
2012-colorado-president-romney-vs-obama,2012,colorado,48,45,7,NA,15197,Purple Strategies,2012-09-15,2012-09-19,Likely Voters,600,IVR/Online,Nonpartisan,None,48,2012_15197_colorado,NA,NA,NA,NA
2012-colorado-president-romney-vs-obama,2012,colorado,50,45,4,1,15196,NBC/WSJ/Marist,2012-09-16,2012-09-18,Likely Voters,971,Live Phone,Nonpartisan,None,49,2012_15196_colorado,NA,NA,NA,NA
2012-colorado-president-romney-vs-obama,2012,colorado,45,47,6,2,15104,Rasmussen,2012-09-17,2012-09-17,Likely Voters,500,Automated Phone,Nonpartisan,None,50,2012_15104_colorado,NA,NA,NA,NA
2012-colorado-president-romney-vs-obama,2012,colorado,48,47,3,2,15120,Quinnipiac/NYT/CBS,2012-09-11,2012-09-17,Likely Voters,1497,Live Phone,Nonpartisan,None,50,2012_15120_colorado,NA,NA,NA,NA
2012-colorado-president-romney-vs-obama,2012,colorado,50,45,2,3,15151,YouGov,2012-09-07,2012-09-14,Likely Voters,707,Internet,Nonpartisan,None,53,2012_15151_colorado,NA,NA,NA,NA
2012-colorado-president-romney-vs-obama,2012,colorado,49,47,3,1,15010,ARG,2012-09-10,2012-09-12,Likely Voters,600,Live Phone,Nonpartisan,None,55,2012_15010_colorado,NA,NA,NA,NA
2012-colorado-president-romney-vs-obama,2012,colorado,45,44,7,4,15050,Denver Post/SurveyUSA,2012-09-09,2012-09-12,Likely Voters,615,IVR/Online,Nonpartisan,None,55,2012_15050_colorado,NA,NA,NA,NA
2012-colorado-president-romney-vs-obama,2012,colorado,49,44,NA,NA,15011,OnSight/Project New America/Keating (D),2012-09-10,2012-09-11,Likely Voters,503,Live Phone,Sponsor,Dem,56,2012_15011_colorado,NA,NA,NA,NA
2012-colorado-president-romney-vs-obama,2012,colorado,49,46,5,NA,14870,PPP (D),2012-08-31,2012-09-02,Likely Voters,1001,Automated Phone,Pollster,Dem,65,2012_14870_colorado,NA,NA,NA,NA
2012-colorado-president-romney-vs-obama,2012,colorado,48,44,5,2,14767,OnSight/Keating (D),2012-08-21,2012-08-22,Likely Voters,500,Live Phone,Sponsor,Dem,76,2012_14767_colorado,NA,NA,NA,NA
2012-colorado-president-romney-vs-obama,2012,colorado,49,46,5,NA,14665,Purple Strategies,2012-08-13,2012-08-14,Likely Voters,600,Automated Phone,Nonpartisan,None,84,2012_14665_colorado,NA,NA,NA,NA
2012-colorado-president-romney-vs-obama,2012,colorado,45,46,NA,NA,14784,Gravis Marketing,2012-08-09,2012-08-09,Likely Voters,607,Automated Phone,Nonpartisan,None,89,2012_14784_colorado,NA,NA,NA,NA
2012-colorado-president-romney-vs-obama,2012,colorado,47,47,2,3,14579,Rasmussen,2012-08-06,2012-08-06,Likely Voters,500,Automated Phone,Nonpartisan,None,92,2012_14579_colorado,NA,NA,NA,NA
2012-colorado-president-romney-vs-obama,2012,colorado,45,50,4,1,14584,Quinnipiac/NYT/CBS,2012-07-31,2012-08-06,Likely Voters,1463,Live Phone,Nonpartisan,None,92,2012_14584_colorado,NA,NA,NA,NA
2012-colorado-president-romney-vs-obama,2012,colorado,49,43,7,NA,14583,PPP (D),2012-08-02,2012-08-05,Likely Voters,799,Automated Phone,Pollster,Dem,93,2012_14583_colorado,NA,NA,NA,NA
